# Preprocessed by saving the presence of each named entity as a feature
science_related,scientific_claim,scientific_reference,scientific_context,tokens,has_num,has_perc,has_url,has_emoji,has_mention,has_hash
1,1.0,1.0,1.0,multiple births cost significantly more single births study show,0,0,1,0,0,1
0,0.0,0.0,0.0,taxi,0,0,0,0,0,0
1,1.0,0.0,0.0,existence absolute poverty today point indifference many rich world,0,0,1,0,1,0
0,0.0,0.0,0.0,gta v heists demand increase pressure rockstar gtav,0,0,1,0,0,1
0,0.0,0.0,0.0,let hope make glad patient time trouble never stop pray,0,0,0,0,0,1
0,0.0,0.0,0.0,leafs play average game pittsburgh mistake lead leafs goal penguin deserve w,0,0,0,0,0,0
0,0.0,0.0,0.0,cindy starfall promote cindy starfall fan vote,0,0,1,0,1,0
1,1.0,1.0,1.0,europa moon jupiter have gigantic ocean icy surface crack shoot water jet space,0,0,1,0,0,0
0,0.0,0.0,0.0,wreckingbail thousand rally support fire bogota mayor colombians believe petro dismissal threaten,0,0,0,0,1,1
0,0.0,0.0,0.0,isis supports wells fargo visa card wells fargo isis mobile commerce joint venture create,0,0,1,1,0,0
1,1.0,1.0,1.0,lucky find toe fossil unlock genetic encyclopedia neanderthal,0,0,1,0,0,0
0,0.0,0.0,0.0,damn dragon go back bed stop breathe fire everywhere,0,0,0,0,0,0
0,0.0,0.0,0.0,medium look caste identity start look performance mlas ministers official policeman,0,0,0,0,1,0
0,0.0,0.0,0.0,weloveandmissyouzayn onedirectionpleasedoafollowspreefornewyear rt support gay right,0,0,0,0,0,1
0,0.0,0.0,0.0,goal follow stop drop down open shop,1,0,0,0,0,0
0,0.0,0.0,0.0,hildersham villager unite stop pub closure,1,0,1,0,1,0
1,1.0,1.0,1.0,study show infection increase risk stroke heart attack,0,0,1,0,0,0
0,0.0,0.0,0.0,look fun science activity cold month ahead january science calendar,0,0,1,0,1,0
0,0.0,0.0,0.0,congbjpquitindia stop false propaganda,0,0,1,0,1,1
0,0.0,0.0,0.0,microsoft say product demand remain high reports record revenue,1,0,1,0,0,0
0,0.0,0.0,0.0,trekstock hold london la so stop spread rumour,0,0,0,0,0,0
0,0.0,0.0,0.0,dog stop fuckin snore,0,0,0,0,0,0
0,0.0,0.0,0.0,cesar stop whole war go break cheerleading,0,0,0,0,0,0
0,0.0,0.0,0.0,revenge interesting character non stop action full twist great new thriller xvva,0,0,1,0,0,1
1,1.0,0.0,0.0,law lead guilt guilt lead struggle struggle lead failure failure lead more guilt guilt lead more sin hopelessness,0,0,0,0,0,0
0,0.0,0.0,0.0,floral hall wedding fayre sunday mar proceed door go please come along support tunstall stoke,0,0,0,0,1,1
0,0.0,0.0,0.0,noble die deaths til heart change wearethepeople,1,0,0,0,0,1
1,0.0,1.0,1.0,biology belief unleash power consciousness matter miracle bruce lipton scientist turn mystic,0,0,0,0,0,0
0,0.0,0.0,0.0,supposedly grow man stop talk flappy bird group chat only topic discussion today,0,0,0,0,0,0
0,0.0,0.0,0.0,hey guess new twitter new phone so yea please lik direct tweet nd please follow thank luvs bii,0,0,0,0,0,0
0,0.0,0.0,0.0,exactly be link cause text message send just perform follow,0,0,0,0,1,0
0,0.0,0.0,0.0,yep eat vegetarian today geez piglet smoothie fed sow prevent disease activists outraged,0,0,1,0,1,0
1,1.0,0.0,0.0,warning bible reading habit form cause loss fear anxiety side effect joy love peace contentment,0,0,0,0,0,0
1,1.0,0.0,1.0,trainhealth research find improvement sleep quality link weight loss mean flat stomach mean well sleep,0,0,0,0,0,1
0,0.0,0.0,0.0,niggas jus need live stop stressing,0,0,0,0,0,0
0,0.0,0.0,0.0,north korea put yorkshire terriers zoo,0,0,1,0,0,0
0,0.0,0.0,0.0,gop immigrationreform still hand latism stop fight tntweeters,0,0,1,0,1,1
1,0.0,1.0,1.0,new hiv breakthroughs mean future disease healthy living yahoo shine,0,0,1,0,0,0
1,1.0,1.0,1.0,spice diet great fat loss,0,0,1,0,0,0
0,0.0,0.0,0.0,retirement home law need review report,1,0,1,0,1,1
1,0.0,1.0,1.0,digital life look decade prediction optimistic mind control,0,0,1,0,0,0
1,0.0,1.0,1.0,small step man quantum leap particle kind,0,0,1,0,1,0
1,1.0,0.0,0.0,determination lead success good day life nowplaye,0,0,0,0,0,1
0,0.0,0.0,0.0,blonde girl starts masturbate leads quick fuck movie music ass lol video,0,0,1,0,0,1
0,0.0,0.0,0.0,specialise provide modular ground study course require convert icao professional,0,0,1,0,0,0
0,0.0,0.0,0.0,more great printing work help launch new brand identity,0,0,1,0,1,0
0,0.0,0.0,0.0,deep get stop so deep,0,0,0,0,1,0
0,0.0,0.0,0.0,find alien exercise,0,0,0,0,0,0
0,0.0,0.0,0.0,underground just stop hoe,0,0,0,1,0,0
1,0.0,1.0,1.0,neurobiological bases abnormal aggression violent behaviour,0,0,1,0,0,0
0,0.0,0.0,0.0,raise place martin salary no high eighth sec,1,0,0,0,0,0
1,1.0,0.0,0.0,dark skin protector cancer,0,0,1,0,0,0
0,0.0,0.0,0.0,missouri senate pass sale tax increase road breakingnews kansascity,1,0,1,0,0,0
1,1.0,0.0,1.0,leed certify building often less energy efficient un certify one,0,0,1,0,0,0
0,0.0,0.0,0.0,job durham nc sr network security engineer support network based security infrastructure provide sec,0,0,1,0,0,0
0,0.0,0.0,0.0,may special sign saving need more money love candle work home sell,1,0,1,0,0,0
0,0.0,0.0,0.0,hate people take good pic zayn stop take so many grease ball,0,0,0,0,0,0
0,0.0,0.0,0.0,unbelievable day today so many people say same thing one else do stop friday learn,0,0,0,0,0,1
1,1.0,0.0,0.0,surprising ways social media affecting healthcare social medium frontiers,1,0,1,0,0,0
0,0.0,0.0,0.0,song basically start trend stop bully,0,0,0,1,1,1
1,1.0,0.0,0.0,beijing china see significant increase armed police presence street,0,0,1,0,0,1
0,0.0,0.0,0.0,photo san diego wildfire lead evacuation home washington post,1,0,1,0,0,0
1,1.0,1.0,1.0,uk population eat too much sugar saturate fat salt,0,0,1,0,0,0
0,0.0,0.0,0.0,even superman have get job moral story stop save free flye,0,0,1,0,0,1
0,0.0,0.0,0.0,desoto need stop spend money football team win state fix bathroom,0,0,0,1,1,0
0,0.0,0.0,0.0,selector infected wixoss cause sharp decline card sale,0,0,1,0,0,0
0,0.0,0.0,0.0,miss june vruc jazz clm meeting deliver better requirements expert systems rationaluc,1,0,1,0,0,1
1,0.0,1.0,1.0,new york state set precedent pass law support quackery here great post,0,0,1,0,1,0
0,0.0,0.0,0.0,projectxvegeta support immense description,0,0,0,0,1,1
0,0.0,0.0,0.0,polygamisogynist n peaceful tolerant have more wife treat unkind unequalitarian manner,1,0,0,0,0,0
0,0.0,0.0,0.0,soccer twitter promote sport,1,0,0,0,0,0
0,0.0,0.0,0.0,honestly surprised iran win upset theme world cup,0,0,0,0,0,0
0,0.0,0.0,0.0,weight loss plateau cause solutions frustrating problem htt http,0,0,1,0,0,0
0,0.0,0.0,0.0,people jealous automatically call justin associate hoe thot like stop,0,0,0,0,0,0
1,0.0,0.0,1.0,iteam research innovation publicsector,0,0,1,0,1,1
0,0.0,0.0,0.0,birthday dinner biscuit rice krispie treat courtesy solid minute home tumbling church hangry,1,0,0,1,1,1
0,0.0,0.0,0.0,smoke cigarette turn,0,0,0,1,0,0
0,0.0,0.0,0.0,come bus stop watch firework,0,0,0,1,0,0
0,0.0,0.0,0.0,people got stop international shirt today start wear american shirt usa,0,0,0,0,0,1
0,0.0,0.0,0.0,learn yesterday live today hope tomorrow important thing stop question albert einstein,0,0,0,0,0,0
0,0.0,0.0,0.0,pray eat note scholar call rhetorical question firstdatequestion,0,0,0,0,0,1
0,0.0,0.0,0.0,truuu mixed signal bitch lol,0,0,0,0,1,0
1,1.0,1.0,1.0,cbs census data show have shortage stem workers wiunion,0,0,1,0,0,1
0,0.0,0.0,0.0,lady stop knee high gladiator sandal,0,0,0,0,1,0
0,0.0,0.0,0.0,please help support movie base true story writer jacobandi,0,0,1,0,1,1
0,0.0,0.0,0.0,bird stop cherpe,0,0,0,0,0,0
0,0.0,0.0,0.0,same people believe statistic science,0,0,0,0,1,0
0,0.0,0.0,0.0,head coach survey scene heritage park,0,0,1,0,0,0
1,1.0,0.0,0.0,adversity cause man break other break record,0,0,0,0,0,0
0,0.0,0.0,0.0,disabled vehicle center lane block rt nb ex rt stop go traffic ex rt delay min traffic,1,0,0,0,0,1
0,0.0,0.0,0.0,telaviv israelis protest gazaunderattack call israeli government stop attack,1,0,1,0,0,1
0,0.0,0.0,0.0,magic little grant wish reality,0,0,0,0,0,0
0,0.0,0.0,0.0,proud associate rox well organise professionally run oh great hospitality thank,0,0,0,0,1,0
0,0.0,0.0,0.0,make sure get mate gig tomorrow raise money amazing too,0,0,1,0,1,0
0,0.0,0.0,0.0,environmental lawyer real thing think fictional occupation create,0,0,1,0,1,0
0,0.0,0.0,0.0,attorney dea announce result invest distribution performance enhance drug minor athlete miami,1,0,0,0,0,0
0,0.0,0.0,0.0,also report down,0,0,1,0,1,0
1,1.0,0.0,0.0,take aspirin day year cut chance bowel stomach cancer increase chance stroke internal bleeding,1,0,0,0,0,0
0,0.0,0.0,0.0,lovely night again lady get stop espresso martini though,0,0,0,0,1,0
0,0.0,0.0,0.0,rat tumor mtvhottest example,1,0,0,0,0,1
0,0.0,0.0,0.0,all probably flea color throwing up get stop point right,0,0,0,1,0,0
0,0.0,0.0,0.0,process finalize scholar trans policy address safety learner school,0,0,0,0,0,0
1,1.0,0.0,1.0,new study suggest marijuana increase positivity reduce negativity emotional processing,0,0,0,0,0,0
1,1.0,0.0,0.0,overthinke lead negative thought,0,0,0,0,0,0
1,1.0,0.0,0.0,furthermore drink more water alone actually aid lose weight,0,0,0,0,0,0
1,1.0,1.0,1.0,desperate climate scam scientist explain record high antarctic sea ice extent cause global warming,0,0,1,0,0,0
0,0.0,0.0,0.0,tune dawn news hear great expert analysis zafar hilali,0,0,0,0,0,0
0,0.0,0.0,0.0,pick bad ex bielema ark support research cfb coach overpay,0,0,1,0,1,0
1,1.0,1.0,1.0,aggregate economic rate return foreign aid channing arndt sam jones finn tarp wider,0,0,1,0,0,1
1,0.0,1.0,1.0,concussion breathalyser propose publish september,1,0,1,0,0,0
0,0.0,0.0,0.0,next profit economic revival next report strong rise half year profit high house price an,0,0,1,0,0,0
1,0.0,1.0,1.0,implementationscience article describe intervention program aim reduce late life depression symptom,0,0,0,0,0,1
0,0.0,0.0,0.0,child fallen soldiers relief support survive military child visit donate va dav,0,0,1,0,1,1
0,0.0,0.0,0.0,cosplay video interview atc femme fatale nicole salera see video interview,0,0,1,0,0,0
1,1.0,0.0,0.0,also cancer virtually incurable cancer different,0,0,0,0,0,0
0,0.0,0.0,0.0,check overview encourage bible study book load benefit christian jesus,0,0,1,0,0,1
0,0.0,0.0,0.0,research say fire missle center scar appear plane explode there metal,0,0,0,0,1,0
0,0.0,0.0,0.0,student need support team peer exceed expectation quiet doubter deserve presence,0,0,0,0,0,0
0,0.0,0.0,0.0,thank recent love support twitch yt give huge bundle soon so stay tuned,0,0,0,0,1,0
0,0.0,0.0,0.0,search warrant lead arrest cocaine sales pleasanton,0,0,1,0,0,0
0,0.0,0.0,0.0,real life dolls creepier annabelle real life doll time scary annabelle no really,1,0,0,0,0,0
0,0.0,0.0,0.0,bali women smooth you side support underwire bra style,1,0,1,0,0,1
0,0.0,0.0,0.0,vice president biden visit likely cause delay rush hour here list area avoid,0,0,1,0,0,0
0,0.0,0.0,0.0,full extend bro stop welcome kobe push,0,0,1,1,1,0
1,1.0,0.0,0.0,ebola health care system mishap,0,0,0,0,0,0
0,0.0,0.0,0.0,social media unnecessary thing cause so much drama,0,0,0,0,0,0
0,0.0,0.0,0.0,wait childish let stop lol,0,0,0,1,0,0
0,0.0,0.0,0.0,tag report other ppls austinmahonesexiest,1,0,0,0,1,1
0,0.0,0.0,0.0,monday drag,0,0,0,0,0,0
0,0.0,0.0,0.0,ebola discuss school use blog promote more blog out week,1,0,1,0,1,1
0,0.0,0.0,0.0,day end qe torrent earning report continue major stock index future low about,1,0,0,0,0,0
0,0.0,0.0,0.0,mr chakane thank medium psl saps safa global icon south africans support meyiwas mulaudzis mwelases,0,0,0,0,0,0
1,0.0,0.0,1.0,lupus research institute awards grants discover cause lupus,1,0,1,0,0,0
0,0.0,0.0,0.0,report problem spaceshiptwo flight,0,0,1,0,0,0
1,1.0,1.0,1.0,know eat affect productivity level,0,0,1,0,0,0
0,0.0,0.0,0.0,function human brain,0,0,1,0,0,0
0,0.0,0.0,0.0,student stop student center sign poster lunch time wish women soccer team good luck,0,0,1,0,0,0
0,0.0,0.0,0.0,plan pizza treat saturday check change identity,0,0,1,0,1,1
1,1.0,0.0,0.0,perfect tooth turn,0,0,0,0,0,0
1,1.0,1.0,1.0,fifth us high school student use tobacco find survey,0,0,1,0,0,0
0,0.0,0.0,0.0,people treat physical illness mental illness,0,0,1,0,0,0
1,1.0,1.0,1.0,excessive drinking woman drink occasion oei most heavy drinkers alcoholic,1,0,1,0,0,0
0,0.0,0.0,0.0,sono release controller update ios android multi account support more music sound premiumaudio,0,0,1,0,0,1
1,1.0,0.0,1.0,hearingloss occur gradually age diabetes play irlwmmbzxb rt,0,0,1,0,0,1
0,0.0,0.0,0.0,speak softly carry fbi reportviolent crime continue decrease gun sale esc,1,0,0,0,1,0
0,0.0,0.0,0.0,idea smash have huge increase yesterday like entrant nowhere,1,0,0,0,1,0
0,0.0,0.0,0.0,pure red car smd brake tail stop light lead bulbs full read ebay price usd,1,0,1,0,0,0
0,0.0,0.0,0.0,need tell santa check list twice still prevent time check time use attack,0,0,0,0,0,0
0,0.0,0.0,0.0,florida courthouse stop wedding avoid perform gay ceremony gaymarriage gayright,0,0,1,0,0,1
0,0.0,0.0,0.0,rezissocold call radio station rezroad report am get frozen injun insurance quote jake statefarm,1,0,0,0,1,1
1,1.0,1.0,1.0,climate change cause irreversible impacts action take ipcc nature world news,0,0,1,0,0,0
0,0.0,0.0,0.0,day stop sex please brazzer realityking mofos nsfw porn sex hot,1,0,1,0,0,1
0,0.0,0.0,0.0,baker stop make doughnut get tired hole thing follow smile please love,1,0,0,0,1,0
0,0.0,0.0,0.0,indonesia retrieve crash airasia flight data recorder channel news asia,0,0,1,0,0,0
0,0.0,0.0,0.0,beagle find bloody thing,1,0,1,0,0,0
0,0.0,0.0,0.0,due process justice,0,0,0,0,1,0
0,0.0,0.0,0.0,need more money black clothe,0,0,0,0,1,0
0,0.0,0.0,0.0,campaigners gather preston hand signature petition urge lancs co co stop fracke,1,0,1,0,1,1
0,0.0,0.0,0.0,mfs go datum plan just twatch people,1,0,0,1,0,0
0,0.0,0.0,0.0,first gig didcot support excellent fri feb,1,0,1,0,1,0
0,0.0,0.0,0.0,ff prove friendship much more high nationality buzz follow awesome tweet tl,1,0,0,1,1,1
1,1.0,0.0,0.0,nuclear weapon real deadly problem entire popul world deal savefukuchildren,0,0,1,0,0,1
0,0.0,0.0,0.0,bundle resource bundle resource simple module provide separate service resource entry nod,0,0,1,0,0,0
0,0.0,0.0,0.0,video engineer integrate desktop mobile futureofwork,1,0,1,0,0,1
1,1.0,0.0,0.0,macroeconomic impact micro intervention important reason poverty persist,0,0,1,0,0,0
0,0.0,0.0,0.0,twitter roll update introduce group messaging video support android,0,0,1,0,0,1
1,0.0,1.0,1.0,big data big obstacles social science bigdata ty et al,1,0,1,0,1,1
0,0.0,0.0,0.0,join team need more info email getconnecte,0,0,1,0,0,1
0,0.0,0.0,0.0,get a game easy hell bart oppose giants game cool,0,0,0,0,1,0
1,1.0,1.0,1.0,depression underreporte men,0,0,1,0,0,0
0,0.0,0.0,0.0,eyeball tattoos bizarre disturbing new trend,0,0,1,0,0,0
0,0.0,0.0,0.0,rt legislation increase transparency rfp process approve full ga today thank patrone,0,0,0,0,1,0
0,0.0,0.0,0.0,lol niggas dark movie scene need more lighting,0,0,0,0,0,0
1,0.0,0.0,1.0,house science committee anti nsf witch hunt now demand information grant physical science,0,0,1,0,0,0
1,0.0,1.0,1.0,cope level explanation behavioral science,0,0,1,0,0,0
1,1.0,0.0,0.0,check b healing stone magnet pillow stop pain body,0,0,1,0,1,0
1,0.0,1.0,1.0,diabetes research new registry aim improve outcome ncdr,0,0,1,0,0,1
0,0.0,0.0,0.0,icymi harrison ford fair moderate condition crash plane us report say,0,0,1,0,0,0
1,1.0,1.0,1.0,psychedelic drug use reduce psychological distress suicidal think science,0,0,1,0,0,1
0,0.0,0.0,0.0,relationship look good paper be few t more leo,0,0,1,0,0,0
1,1.0,1.0,1.0,cassini confirm hydrothermal activity ocean saturn moon brooks hayswashington march upi nas,1,0,1,0,0,0
0,0.0,0.0,0.0,relationship look good paper be few t more leo,0,0,1,0,0,0
1,1.0,1.0,1.0,people sight loss face at least high cost everyday living say new study,1,0,1,0,0,0
1,0.0,1.0,1.0,new test tube study dietary functional benefit bartlet,0,0,1,0,1,1
0,0.0,0.0,0.0,marc marc jacobs fold line report fashion retail,0,0,1,0,1,1
0,0.0,0.0,0.0,country hold kurds find pro kurdish protest wrong avidly support pro palestine one,0,0,1,0,0,0
1,0.0,1.0,1.0,european union turkey post arab spring era mapping strategic interests turbulent neighborhood,0,0,1,0,0,0
0,0.0,0.0,0.0,chance comment increase confidence police positive way,0,0,0,0,1,0
0,0.0,0.0,0.0,foot gas just tryin pass red light stop sign,0,0,0,0,0,0
1,1.0,0.0,0.0,company report increase attempt cyber security breach dginsight cybersecurity,1,0,1,0,0,1
1,1.0,1.0,1.0,study shift electricity generation spur net job growth coal job decline,0,0,1,0,1,0
0,0.0,0.0,0.0,horse chase lead arrest beat,0,0,1,0,0,0
0,0.0,0.0,0.0,overzealous dangerous patriotism school nurse refuse treat student stand pledge allegiance,0,0,1,0,0,0
0,0.0,0.0,0.0,just need more playing time other good frustrating,0,0,0,0,1,0
1,1.0,0.0,0.0,coumadin decrease sex drive man,0,0,1,0,0,0
0,0.0,0.0,0.0,reason be disproportionate number patriots fan work white house,0,0,0,0,0,0
0,0.0,0.0,0.0,approx house collapse barpak gorkha epicenter nepalquake report state radio reporter gorkha,1,0,0,0,0,1
0,0.0,0.0,0.0,child molester dream rt parent urge support free range cont,0,0,1,0,1,0
0,0.0,0.0,0.0,cyber security webinar start now challenges associate defend cyber threats,0,0,1,0,0,0
0,0.0,0.0,0.0,own idea hidden ammonite loaf hammer geologist despair geobakeoff,0,0,1,0,1,1
1,1.0,1.0,1.0,organic feed world,1,0,1,0,0,0
1,1.0,0.0,0.0,more sex lead more happiness reveal new study surprised tech times,0,0,1,0,0,0
0,0.0,0.0,0.0,nuke deal iran increase terror islamicextremism stopgodfatherofisis see video clip,0,0,1,1,0,1
1,0.0,1.0,1.0,dressgate research team explore science blueandblack whiteandgold dress,1,0,1,0,1,1
0,0.0,0.0,0.0,spc tornado watch status reports,1,0,1,0,0,0
1,0.0,0.0,1.0,support research thalassemia aids cure,0,0,0,0,0,1
0,0.0,0.0,0.0,london guardians feature jaza stop buy dolphin taiji thecove,0,0,1,0,1,1
0,0.0,0.0,0.0,wistrich last article stop downplay antisemitism muslim world world stage,0,0,1,0,0,1
1,1.0,0.0,0.0,physicalactivity imp age esp help strengthen bone muscle prevent fall activeageing,0,0,1,0,0,1
0,0.0,0.0,0.0,honor prior tonight game first pitch get there around support rams letsgovcu,1,0,0,0,1,1
1,1.0,1.0,1.0,virgin bear sawfish first wild,0,0,1,0,0,0
0,0.0,0.0,0.0,look ktla story step member monday pm special thank support,1,0,1,0,1,0
0,0.0,0.0,0.0,dear telltale stop suck game thrones dick make tale borderlands sincerely trustfungus,0,0,0,0,0,0
0,0.0,0.0,0.0,thank support lunch sunday cardio fitness fitspo cool,0,0,1,1,0,1
0,0.0,0.0,0.0,update police identify find dead house fire release,1,0,1,0,0,0
1,1.0,0.0,0.0,beauty tips blood sugar support cardiovascular health dietary supplement bottle,1,0,1,0,0,1
0,0.0,0.0,0.0,weightloss program conquering excess weight diet program failure statistics ladygaga diet,0,0,1,0,0,1
1,1.0,1.0,1.0,near fast day month reduce body fat study find w link,1,0,1,0,0,0
1,0.0,1.0,1.0,treatment metastaticcolorectalcancer focus,0,0,1,0,0,1
0,0.0,0.0,0.0,be medicine man treat fakecase purushayog,0,0,1,0,1,1
0,0.0,0.0,0.0,nickie saw make twit support page plz send info group mention email,0,0,0,0,1,0
0,0.0,0.0,0.0,mazda open le mans hour return engineer charge win car tell tg want car,1,0,1,0,0,1
0,0.0,0.0,0.0,quick water stop liverpool gottahydrate,0,0,1,0,1,1
0,0.0,0.0,0.0,student life valentine date metrosexuality lower body strength rtbyme chivalry,1,0,1,0,0,1
0,0.0,0.0,0.0,polita eric abetz threaten state liberals support marriage equality man thug stand liberals conscience,0,0,0,0,0,1
1,1.0,0.0,0.0,pain change people,0,0,0,0,0,0
0,0.0,0.0,0.0,political science,0,0,1,0,0,0
1,1.0,0.0,1.0,earth science examine structure composition planet,0,0,1,0,0,0
0,0.0,0.0,0.0,people hate stupid dontjudgechallenge need stop so sensitive get social medium,0,0,0,0,0,1
1,1.0,0.0,0.0,carbon footprint glass milk shrink last year improved health nutrition genetic,1,0,0,0,0,1
0,0.0,0.0,0.0,magic weirdwater science,0,0,1,1,0,1
0,0.0,0.0,0.0,local nc rap artist look gain local support followback very much appreciate thank,0,0,0,0,1,1
0,0.0,0.0,0.0,yes gilinsky look so much more sexy johnson mean support jack only johnsonmatter,1,0,0,0,0,1
0,0.0,0.0,0.0,new post beertoday beer kernel stop saturday bar session kernel brewery london cease,1,0,1,0,0,1
0,0.0,0.0,0.0,marilyn go great day live promote cruisin heartland,0,0,1,0,0,0
0,0.0,0.0,0.0,less third finns support fennovoima nuclear plant,0,0,1,0,0,1
0,0.0,0.0,0.0,next time look bella notice shoulder high other ogre,1,0,0,0,0,0
0,0.0,0.0,0.0,girl now build bridge heavens stop there,0,0,0,0,1,0
0,0.0,0.0,0.0,turkey provide air support syria opposition break lemonde news,0,0,1,0,0,1
1,1.0,0.0,0.0,deal new improved unique color therapy lamps light promotes wellness health beauty,0,0,1,0,0,1
0,0.0,0.0,0.0,mait devote promote stds open tech long pende national centre e gov stds tech sme,1,0,0,0,1,1
0,0.0,0.0,0.0,carrefour reports sharp decline profit wsj usbusiness,0,0,1,0,0,1
